Name,Review Date,Airline,Verified,Type of Traveller,Month Flown,Route,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended
Jeremy Jackson,2/24/2022,Qatar Airways,FALSE,Solo Leisure,22-Feb,Houston to Mumbai via Doha,Business Class,5,2,1,5,5,10,yes
Winsome Peter,2/19/2022,Qatar Airways,TRUE,Solo Leisure,22-Feb,Johannesburg to Istanbul via Doha,Economy Class,1,5,5,5,5,10,yes
Nick Edmunds,2/19/2022,Qatar Airways,TRUE,Couple Leisure,22-Feb,Manchester to Sydney via Doha,Business Class,1,5,4,5,5,10,yes
Meir Alexander,2/16/2022,Qatar Airways,FALSE,Couple Leisure,22-Feb,Dubai to Montreal,Business Class,4,5,5,4,5,10,yes
Ilgmars Valts,2/16/2022,Qatar Airways,TRUE,Family Leisure,22-Jan,Helsinki to Singapore via Doha,Economy Class,5,5,4,5,5,10,yes
Cristina Canureci,2/15/2022,Qatar Airways,TRUE,Family Leisure,22-Feb,Zanzibar to Copenhagen via Doha,Economy Class,2,2,5,5,3,5,no
Raees Rehman,2/15/2022,Qatar Airways,TRUE,Solo Leisure,22-Feb,Philadelphia to Sialkot via Doha,Business Class,4,1,3,4,5,10,yes
Eleanor Tari,2/15/2022,Qatar Airways,TRUE,Business,22-Feb,Sydney to Beirut via Doha,Business Class,5,5,2,4,1,1,no
Terry Lucas,2/8/2022,Qatar Airways,TRUE,Solo Leisure,22-Jan,Montreal to Dubai via Doha,Economy Class,5,3,5,4,3,2,no
Andrew Morgan,2/6/2022,Qatar Airways,TRUE,Couple Leisure,22-Jan,London to Bangkok via Doha,Business Class,5,1,5,3,5,10,yes
Tariq Ehtesham,1/30/2022,Qatar Airways,TRUE,Solo Leisure,22-Jan,Dubai to Doha,Economy Class,5,5,5,5,5,10,yes
S Keale,1/29/2022,Qatar Airways,TRUE,Solo Leisure,22-Jan,Doha to Los Angeles,Economy Class,3,5,5,5,3,6,no
Janitha Bogamuwa,1/28/2022,Qatar Airways,TRUE,Family Leisure,21-Dec,Manchester to Colombo via Doha,Business Class,3,5,2,5,3,7,no
W Davies,1/27/2022,Qatar Airways,TRUE,Couple Leisure,22-Jan,London Heathrow to Auckland via Brisbane,Economy Class,2,5,5,5,5,10,yes
E Warton,1/26/2022,Qatar Airways,TRUE,Couple Leisure,22-Jan,Cairo to Miami via Doha,Business Class,3,4,1,5,5,10,yes
Affan Butt,1/23/2022,Qatar Airways,TRUE,Family Leisure,21-Dec,Doha to Medina,Economy Class,3,2,5,5,5,10,yes
S Dawson,1/21/2022,Qatar Airways,TRUE,Family Leisure,21-Nov,Adelaide to Zurich via Doha,Economy Class,2,5,5,4,5,10,yes
Michael Schade,1/21/2022,Qatar Airways,TRUE,Solo Leisure,22-Jan,Warsaw to Bangkok via Doha,Business Class,5,5,5,5,4,3,yes
N Kia,1/17/2022,Qatar Airways,TRUE,Solo Leisure,22-Jan,Johannesburg to Doha,Economy Class,5,5,5,5,2,5,no
Michal Sokolowski,1/16/2022,Qatar Airways,TRUE,Couple Leisure,22-Jan,Bangkok to London via Doha,Economy Class,4,5,5,5,1,1,no
H Mareesh,1/15/2022,Qatar Airways,TRUE,Solo Leisure,21-Nov,Seattle to Doha,Economy Class,5,5,2,4,4,8,yes
P Tan,1/14/2022,Qatar Airways,TRUE,Solo Leisure,22-Jan,London to Singapore via Doha,Business Class,4,5,5,5,1,1,no
Brett Cunningham,1/7/2022,Qatar Airways,TRUE,Couple Leisure,22-Jan,Beirut to Doha,Economy Class,5,4,4,4,4,2,no
B Jing,1/6/2022,Qatar Airways,TRUE,Couple Leisure,21-Dec,London to Male via Doha,Economy Class,5,5,5,5,3,1,no
Ahmed Wagih,1/6/2022,Qatar Airways,TRUE,Business,21-Oct,Doha to Baku,Economy Class,5,1,5,4,1,4,no
V Maes,1/3/2022,Qatar Airways,TRUE,Business,21-Dec,Brussels to Doha via Dubai,Business Class,5,5,5,5,4,8,yes
V Maes,1/3/2022,Qatar Airways,TRUE,Business,21-Dec,Dubai to Doha via Brussels,Business Class,5,5,5,5,5,10,yes
S Dyrton,1/3/2022,Qatar Airways,TRUE,Solo Leisure,22-Jan,Casablanca to Moscow via Doha,Economy Class,3,5,5,4,5,10,yes
J Deakin,1/1/2022,Qatar Airways,TRUE,Couple Leisure,21-Dec,Manchester to Cape town via Doha,Business Class,5,5,5,4,1,2,no
S Danuji,12/31/2021,Qatar Airways,TRUE,Family Leisure,21-Dec,Chicago to Doha,Business Class,4,3,5,4,3,5,yes
Mohamad Hassan Baghdadi,12/31/2021,Qatar Airways,FALSE,Couple Leisure,21-Dec,Abu Dhabi to Brussels via Doha,Business Class,1,4,5,5,4,10,yes
Tabbu Khan,12/18/2021,Qatar Airways,TRUE,Business,21-Dec,Chicago to Doha,Business Class,1,5,5,4,5,10,yes
L Kamski,12/11/2021,Qatar Airways,TRUE,Family Leisure,21-Dec,Nairobi to Berlin via Doha,Economy Class,5,5,2,5,5,10,yes
Brigitta Gomes,12/11/2021,Qatar Airways,TRUE,Business,21-Nov,Kuwait to Johannesburg via Doha,Business Class,5,5,4,5,5,9,yes
R Anand,12/9/2021,Qatar Airways,TRUE,Solo Leisure,21-Dec,Munich to Mumbai via Doha,Economy Class,5,5,5,4,3,6,yes
R Hashin,12/6/2021,Qatar Airways,TRUE,Solo Leisure,21-Nov,London to Karachi via Doha,Economy Class,5,5,5,5,4,9,yes
R Heale,12/4/2021,Qatar Airways,TRUE,Business,21-Dec,Doha to London,Economy Class,5,5,5,5,3,5,no
Mike Andrésen,11/23/2021,Qatar Airways,TRUE,Solo Leisure,21-Nov,Phuket to Doha,Business Class,5,5,3,5,4,5,yes
S Lan,11/20/2021,Qatar Airways,TRUE,Solo Leisure,21-Nov,Sydney to Sao Paulo via Doha,Economy Class,5,5,4,5,1,1,no
Sujeet Singh,11/18/2021,Qatar Airways,TRUE,Family Leisure,21-Nov,Chicago to Kolkata via Doha,Economy Class,5,5,5,5,5,10,yes
Francis Wong,11/16/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Hong Kong to Vienna via Doha,Business Class,2,5,4,5,5,10,yes
Joel Barnaby,11/13/2021,Qatar Airways,TRUE,Solo Leisure,21-Nov,Philadelphia to Dubai,Business Class,5,3,5,5,5,10,yes
Shillah Mwavua,11/13/2021,Qatar Airways,TRUE,Solo Leisure,21-Nov,Nairobi to Casablanca via Doha,Economy Class,5,5,5,4,5,9,yes
Bernard Smith,11/11/2021,Qatar Airways,TRUE,Business,21-Nov,Doha to Sao Paulo,Business Class,5,2,4,5,2,5,yes
Rizwan Shahid,11/10/2021,Qatar Airways,TRUE,Solo Leisure,20-Dec,Manchester to Lahore VIA \DOHA,Economy Class,5,3,5,4,4,8,yes
C Hoffmann,11/6/2021,Qatar Airways,TRUE,Family Leisure,21-Sep,Doha to Male,Business Class,5,5,5,5,5,8,yes
Shabbir Hossain,11/1/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Dhaka to Atlanta via Doha,Business Class,5,4,4,5,5,10,yes
Mike Andrésen,10/31/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Doha to Phuket,Business Class,5,4,5,5,4,6,yes
Mike Andrésen,10/31/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Stockholm to Doha,Business Class,3,5,5,5,4,8,yes
Georgina Ndlovu,10/27/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Abu Dhabi to Johannesburg via Doha,Economy Class,1,5,5,5,5,10,yes
Liviu Preda,10/27/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Los Angeles to Bucharest via Dha,Business Class,3,5,4,5,5,10,yes
D Lanaveda,10/26/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Doha to Chicago,Economy Class,3,5,5,5,5,9,yes
D Lanaveda,10/26/2021,Qatar Airways,TRUE,Solo Leisure,21-Sep,Chicago to Doha,Business Class,5,5,4,5,5,10,yes
Brett Stewart,10/21/2021,Qatar Airways,TRUE,Business,21-Oct,San Francisco to Brisbane via Doha,Business Class,4,5,4,4,4,10,yes
Jeevan Landge,10/21/2021,Qatar Airways,TRUE,Family Leisure,21-Oct,Hyderabad to Frankfurt via Doha,Economy Class,3,5,4,5,5,10,yes
Gavin Van Tonder,10/20/2021,Qatar Airways,TRUE,Business,21-Oct,Rome to Riyadh via Doha,Business Class,4,4,5,4,1,1,no
Moses Nwosu,10/16/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Johannesburg to Munich via Doha,Economy Class,4,5,5,4,1,3,no
N Milson,10/11/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Islamabad to Tokyo via Doha,Economy Class,4,5,5,5,4,7,yes
Narottam Garg,10/10/2021,Qatar Airways,TRUE,Couple Leisure,21-Oct,Zurich to Mumbai via Doha,Economy Class,5,5,5,5,1,4,no
D Harnal,10/8/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,San Francisco to Islamabad via Doha,Economy Class,5,5,4,5,4,8,yes
Pamela Bedford,10/5/2021,Qatar Airways,TRUE,Couple Leisure,21-Sep,Cape Town to Larnaca via Doha,Business Class,4,4,4,5,4,7,yes
Eugene Lacanilao,10/4/2021,Qatar Airways,TRUE,Solo Leisure,21-Oct,Doha to Clark,Economy Class,5,5,5,5,4,8,yes
L Rees,10/2/2021,Qatar Airways,FALSE,Couple Leisure,21-Sep,Dallas to Doha,Business Class,4,5,5,5,5,10,yes
Nicholas Onyango,9/29/2021,Qatar Airways,TRUE,Solo Leisure,21-Sep,New York to Nairobi via Doha,Economy Class,4,5,5,4,4,7,yes
C Hoffmann,9/23/2021,Qatar Airways,TRUE,Family Leisure,21-Sep,Munich to Doha,Business Class,5,5,5,5,4,9,yes
D Shokh,9/16/2021,Qatar Airways,FALSE,Family Leisure,21-Sep,Erbil to Seattle via Doha,Economy Class,5,5,5,5,5,9,yes
Justice Idehen-Nathaniel ,9/15/2021,Qatar Airways,TRUE,Solo Leisure,21-Sep,Lagos to London via Doha,Business Class,5,5,5,3,5,9,yes
Stefano Lampis,9/14/2021,Qatar Airways,TRUE,Business,21-Sep,Rome to Jakarta via Doha,Economy Class,3,4,5,5,5,9,yes
Sana Draibin,9/6/2021,Qatar Airways,TRUE,Solo Leisure,21-Aug,Casablanca to Phuket via Doha,Economy Class,4,5,5,5,5,10,yes
Neeta Bhatnagar,9/6/2021,Qatar Airways,FALSE,Family Leisure,21-Sep,Dubai to Houston via Doha,Economy Class,5,4,5,4,4,9,yes
Olha Sotska,9/1/2021,Qatar Airways,TRUE,Solo Leisure,21-Aug,Kyiv to Montreal via Doha,Economy Class,5,5,5,5,5,10,yes
M Garmolis,8/30/2021,Qatar Airways,TRUE,Couple Leisure,21-Aug,Boston to Cape Town via Doha,Business Class,5,5,5,5,5,10,yes
H Janovic,8/28/2021,Qatar Airways,TRUE,Solo Leisure,21-Jun,Vienna to Jeddah via Doha,Economy Class,5,5,1,5,5,10,yes
Mario Kendra,8/25/2021,Qatar Airways,TRUE,Couple Leisure,20-Nov,Melbourne to Warsaw via doha,Economy Class,5,5,5,4,1,1,no
Anders Pedersen,8/23/2021,Qatar Airways,TRUE,Solo Leisure,21-Aug,"Kigali to Copenhagen via Entebbe, Doha",Economy Class,4,5,4,5,5,9,yes
J Bindaur,8/21/2021,Qatar Airways,TRUE,Family Leisure,21-Aug,Kathmandu to Philadelphia via Doha,Economy Class,5,5,5,4,4,9,yes
Magdalena Richter,8/20/2021,Qatar Airways,FALSE,Solo Leisure,21-Aug,Johannesburg to Frankfurt via Doha,Economy Class,4,5,5,5,5,10,yes
Mohamed Irshard Kaleel,8/15/2021,Qatar Airways,TRUE,Business,21-Aug,Colombo to Doha,Economy Class,5,5,5,5,4,9,yes
J Cruickshank,8/14/2021,Qatar Airways,TRUE,Family Leisure,21-Mar,Washington to Beirut via Doha,Business Class,5,5,4,5,1,1,no
Mahmudul Hassan Hoque,8/11/2021,Qatar Airways,TRUE,Family Leisure,21-Aug,Dhaka to London via Doha,Economy Class,5,5,4,5,5,10,yes
James Goldie,8/10/2021,Qatar Airways,TRUE,Solo Leisure,21-Jul,Dubai to San Francisco via Doha,Business Class,4,5,5,5,5,10,yes
P Lawcel,8/7/2021,Qatar Airways,TRUE,Couple Leisure,21-Aug,Warsaw to Maldives via Doha,Economy Class,5,3,5,5,5,10,yes
Clayton Qualters,8/6/2021,Qatar Airways,TRUE,Solo Leisure,21-Aug,Doha to London,Business Class,5,5,5,5,5,10,yes
L Yang,8/3/2021,Qatar Airways,TRUE,Solo Leisure,21-Jul,Nairobi to Boston via Doha,Economy Class,3,4,5,3,1,1,no
D Tanede,8/3/2021,Qatar Airways,TRUE,Couple Leisure,21-Aug,Male to Zurich via Doha,Economy Class,5,5,5,4,3,5,no
Ali Goudarzi,7/28/2021,Qatar Airways,TRUE,Family Leisure,21-Jul,Tehran to Seattle via Doha,Economy Class,5,5,3,5,2,3,no
Corina Zetterberg,7/27/2021,Qatar Airways,TRUE,Family Leisure,21-Jul,Auckland to Doha,Economy Class,5,5,5,5,5,10,yes
Ronald Kakas,7/20/2021,Qatar Airways,TRUE,Solo Leisure,21-Jul,Bangkok to Vienna via Doha,Economy Class,5,5,5,5,5,10,yes
Sally Younes,7/16/2021,Qatar Airways,FALSE,Solo Leisure,21-Jul,Dubai to Miami via Doha,Economy Class,3,5,5,5,5,10,yes
Timothy Johnston,7/14/2021,Qatar Airways,FALSE,Business,21-Jul,Manila to Miami via Doha,Economy Class,5,5,4,5,5,10,yes
Ahmed Hamden,7/9/2021,Qatar Airways,TRUE,Solo Leisure,21-Jul,Cairo to Los Angeles via Doha,Economy Class,4,5,5,5,5,10,yes
P Vanajan,7/6/2021,Qatar Airways,TRUE,Solo Leisure,21-Jun,Singapore to Munich via Doha,Economy Class,5,5,5,3,5,9,yes
Michael Schade,7/5/2021,Qatar Airways,TRUE,Solo Leisure,21-Jul,Berlin to Doha,Business Class,4,5,5,5,4,7,yes
Jerome Toulouse,7/4/2021,Qatar Airways,TRUE,Solo Leisure,21-Jul,Paris to Male via Doha,Economy Class,5,5,5,5,5,10,yes
Mikael Finstad,7/3/2021,Qatar Airways,TRUE,Solo Leisure,21-Feb,Oslo to Singapore via Doha,Economy Class,5,3,4,5,5,5,yes
H Yassim,7/2/2021,Qatar Airways,TRUE,Solo Leisure,21-Jun,Doha to San Francisco,Economy Class,4,5,5,3,5,10,yes
Ishan Pai,7/2/2021,Qatar Airways,TRUE,Solo Leisure,21-Jun,Boston to Mumbai via Doha,Economy Class,5,5,5,5,5,10,yes
E Parner,6/25/2021,Qatar Airways,TRUE,Business,21-Jun,Bangkok to Milan via Doha,Economy Class,5,5,5,5,1,1,no
Ameer Hamdan,6/25/2021,Qatar Airways,TRUE,Family Leisure,21-May,Melbourne to Dubai via Doha,Economy Class,5,5,5,5,5,10,yes
R Narleva,6/24/2021,Qatar Airways,TRUE,Solo Leisure,21-May,Chicago to Doha,Economy Class,5,5,5,4,3,7,yes
R Narleva,6/24/2021,Qatar Airways,TRUE,Solo Leisure,21-Jun,Manila to Doha,Economy Class,5,5,4,4,4,9,yes
F Tarsuya,6/8/2021,Qatar Airways,TRUE,Business,21-Apr,Lagos to Jakarta via Doha,Business Class,5,5,4,5,4,9,yes
S Mirson,6/8/2021,Qatar Airways,TRUE,Business,21-Jun,Helsinki to Doha,Economy Class,5,5,5,5,5,10,yes
T Karasorn,6/8/2021,Qatar Airways,TRUE,Solo Leisure,21-May,Bangkok to New York via Doha,Business Class,5,5,5,5,5,10,yes
Milind Rastogi,6/7/2021,Qatar Airways,TRUE,Solo Leisure,21-Jun,Delhi to Barcelona via Doha,Economy Class,4,5,5,4,5,9,yes
H Dajoun,6/2/2021,Qatar Airways,TRUE,Solo Leisure,21-May,Boston to Beirut via Doha,Economy Class,4,5,5,4,5,10,yes
Gopinath Govindraj,5/22/2021,Qatar Airways,TRUE,Family Leisure,21-May,Montreal to Sydney via Doha,Business Class,5,5,5,5,5,9,yes
Muraleedas Kunnumpurath Veedu,5/17/2021,Qatar Airways,TRUE,Business,21-May,Cochin to Durban via Doha,Business Class,5,5,5,5,5,8,yes
Hazem Darkazanli,5/16/2021,Qatar Airways,FALSE,Solo Leisure,21-May,Doha to Montreal,Economy Class,5,5,5,4,5,10,yes
Vasu Aitharaju,5/14/2021,Qatar Airways,TRUE,Family Leisure,21-May,Hyderabad to Boston via Doha,Economy Class,5,5,5,4,5,10,yes
N Jannson,5/10/2021,Qatar Airways,TRUE,Family Leisure,21-May,Islamabad to Brussels via Doha,Economy Class,5,5,5,5,1,1,no
C Han,5/9/2021,Qatar Airways,TRUE,Family Leisure,21-May,Doha to Keflavik via Copenhagen,Economy Class,4,5,5,5,1,1,no
Ernest Nichols,5/6/2021,Qatar Airways,TRUE,Couple Leisure,21-Apr,Male to Chicago via Doha,Economy Class,5,5,5,4,1,5,no
Sherrill Neese,5/4/2021,Qatar Airways,TRUE,Solo Leisure,21-Apr,Washington to Johannesburg via Doha,Business Class,4,5,5,5,5,10,yes
Nabil Sater,5/1/2021,Qatar Airways,TRUE,Solo Leisure,21-Apr,Chicago to Beirut via Doha,Business Class,5,5,5,5,5,10,yes
Kamran Shafi,4/28/2021,Qatar Airways,TRUE,Solo Leisure,21-Apr,Islamabad to Basra via Doha,Economy Class,5,5,5,5,5,10,yes
Suriadi Sulaiman,4/26/2021,Qatar Airways,TRUE,Solo Leisure,21-Apr,Dublin to Kuala Lumpur via Doha,Economy Class,4,5,5,5,4,8,yes
Sooriya Perera,4/25/2021,Qatar Airways,TRUE,Couple Leisure,21-Apr,Dallas Ft Worth to Colombo via Doha,Business Class,4,5,5,5,4,9,yes
Mark Rus,4/24/2021,Qatar Airways,TRUE,Solo Leisure,21-Mar,Zagreb to Bangkok via Doha,Economy Class,5,5,4,5,5,10,yes
S Heaten,4/22/2021,Qatar Airways,TRUE,Business,21-Apr,Bucharest to Yerevan via Doha,Business Class,5,5,5,5,4,9,yes
G Hayle,4/21/2021,Qatar Airways,TRUE,Solo Leisure,21-Apr,Dallas to Bangkok via Doha,Economy Class,5,5,4,5,5,10,yes
Shivakumar Krishnaswamy,4/11/2021,Qatar Airways,TRUE,Business,21-Apr,Doha to Bengaluru,Economy Class,5,5,5,3,5,10,yes
Sayed Ali,4/8/2021,Qatar Airways,FALSE,Solo Leisure,21-Apr,Najaf to Nairobi via Doha,Economy Class,5,5,5,5,5,8,yes
Arshad Qaisrani,4/5/2021,Qatar Airways,TRUE,Couple Leisure,21-Mar,Seattle to Islamabad via Doha,Business Class,5,5,5,3,5,10,yes
C Henson,3/27/2021,Qatar Airways,TRUE,Solo Leisure,21-Mar,Bangkok to Stockholm via Doha,Economy Class,5,5,5,5,5,10,yes
Nicholas Hathaway,3/22/2021,Qatar Airways,TRUE,Couple Leisure,21-Mar,Bangkok to London via Doha,Economy Class,5,5,5,5,5,10,yes
M Shansar,3/21/2021,Qatar Airways,TRUE,Solo Leisure,21-Mar,Kuala Lumpur to Karachi via Doha,Economy Class,5,5,5,3,5,10,yes
C Dean,3/14/2021,Qatar Airways,TRUE,Couple Leisure,21-Mar,Boston to Doha,Business Class,5,5,5,5,1,1,no
D Hararul,3/14/2021,Qatar Airways,TRUE,Business,21-Mar,Kuala Lumpur to Basra via Doha,Business Class,5,3,5,5,5,10,yes
Tania Masood,3/3/2021,Qatar Airways,TRUE,Family Leisure,21-Mar,Lahore to London via Doha,Economy Class,5,5,5,5,5,10,yes
E Baird,3/2/2021,Qatar Airways,TRUE,Family Leisure,21-Mar,Chicago to Nairobi via Doha,Economy Class,5,5,5,5,5,10,yes
Michael Hoskins,2/27/2021,Qatar Airways,TRUE,Solo Leisure,21-Feb,Seattle to Bangkok via Doha,Economy Class,5,5,5,5,5,10,yes
Nareg Derhagopian,2/22/2021,Qatar Airways,TRUE,Solo Leisure,21-Feb,Erbil to Los Angeles via Doha,Business Class,4,5,5,5,3,10,yes
Raihan Zaman,2/17/2021,Qatar Airways,TRUE,Business,21-Feb,New York JFK to Dhaka,Business Class,5,5,5,5,5,10,yes
N Sakala,2/17/2021,Qatar Airways,TRUE,Solo Leisure,21-Feb,Seoul to Johannesburg via Doha,Economy Class,5,5,5,5,5,9,no
Dr Tariq Sherani,2/16/2021,Qatar Airways,TRUE,Couple Leisure,21-Feb,Houston to Karachi via Doha,Business Class,5,5,4,5,4,10,yes
M Barlayam,2/16/2021,Qatar Airways,TRUE,Solo Leisure,21-Feb,Jakarta to Rome via Doha,Economy Class,4,5,5,5,5,10,yes
O Laurin,2/16/2021,Qatar Airways,FALSE,Business,21-Jan,Montreal to Melbourne via Doha,Business Class,5,5,5,4,5,10,yes
P Barton,2/7/2021,Qatar Airways,TRUE,Business,21-Feb,London Heathrow to Basra via Doha,Economy Class,5,5,5,5,5,9,yes
Ikbal Gill,2/7/2021,Qatar Airways,TRUE,Business,21-Feb,Algiers to Doha,Economy Class,5,5,5,5,5,10,yes
Abdul Rasheed Mohammed,2/5/2021,Qatar Airways,TRUE,Family Leisure,21-Feb,Chicago to Hyderabad via Doha,Economy Class,5,5,3,4,5,10,yes
Lars Rosell,2/1/2021,Qatar Airways,TRUE,Solo Leisure,21-Jan,Stockholm to Bangkok via Doha,Business Class,5,5,4,5,5,10,yes
R Karlani,1/31/2021,Qatar Airways,TRUE,Couple Leisure,21-Jan,Boston to Singapore via Doha,Business Class,5,5,5,5,4,10,yes
F Khareen,1/28/2021,Qatar Airways,TRUE,Family Leisure,21-Jan,Chennai to San Francisco via Doha,Economy Class,5,5,2,5,5,10,yes
D Adams,1/25/2021,Qatar Airways,TRUE,Business,21-Jan,Muscat to Manchester via Doha,Business Class,5,5,5,4,5,9,yes
Irfan Bhatti,1/24/2021,Qatar Airways,TRUE,Solo Leisure,21-Jan,Lahore to Dublin via Doha,Economy Class,5,5,5,5,5,10,yes
Peter Raes,1/17/2021,Qatar Airways,TRUE,Solo Leisure,21-Jan,Johannesburg to Barcelona via Doha,Economy Class,5,5,5,5,5,10,yes
S Hakan,1/16/2021,Qatar Airways,TRUE,Solo Leisure,20-Dec,Stockholm to Dhaka via Doha,Economy Class,5,5,4,5,2,2,no
L Darsun,1/14/2021,Qatar Airways,TRUE,Solo Leisure,21-Jan,Kathmandu to Doha,Economy Class,5,4,5,5,5,10,yes
D Banessak,1/14/2021,Qatar Airways,TRUE,Family Leisure,21-Jan,Istanbul to Doha,Economy Class,5,5,5,5,1,1,no
L Clemens,1/13/2021,Qatar Airways,TRUE,Couple Leisure,21-Jan,Amsterdam to Bangkok via Doha,Economy Class,5,5,5,4,4,8,yes
H Shaw,1/1/2021,Qatar Airways,TRUE,Solo Leisure,20-Dec,Doha to Sao Paulo GRU via London,Economy Class,4,1,5,4,5,10,yes
Ali Nehme,12/29/2020,Qatar Airways,FALSE,Family Leisure,20-Dec,Doha to Beirut,Economy Class,4,5,4,5,5,10,yes
Liviu Preda,12/28/2020,Qatar Airways,TRUE,Solo Leisure,20-Dec,Bucharest to Nairobi via Doha,Business Class,4,5,5,4,5,10,yes
A Martin,12/22/2020,Qatar Airways,TRUE,Solo Leisure,20-Dec,Sofia to Doha via Adelaide,Business Class,5,5,5,3,4,10,yes
Anna Miles,12/20/2020,Qatar Airways,TRUE,Couple Leisure,20-Dec,Seoul to Doha,Business Class,4,5,4,4,5,10,yes
M Edwards,12/16/2020,Qatar Airways,TRUE,Solo Leisure,20-Dec,Paris to Cape Town via Doha,Business Class,3,5,5,5,5,10,yes
Paulo Oliveira Martins,12/15/2020,Qatar Airways,TRUE,Business,20-Dec,Mogadishu to Chicago via Doha,Economy Class,5,5,5,5,4,10,yes
K Faldeen,12/12/2020,Qatar Airways,TRUE,Solo Leisure,20-Dec,Stockholm to Doha,Economy Class,5,5,5,5,5,10,yes
Sarkis Stepanian,12/8/2020,Qatar Airways,TRUE,Solo Leisure,20-Feb,Zvartnots to Los Angeles via Doha,Economy Class,2,5,4,5,5,10,yes
T Mishen,12/8/2020,Qatar Airways,TRUE,Solo Leisure,20-Dec,Kigali to New York via Doha,Economy Class,5,4,4,4,5,10,yes
Nicholas Waters,12/4/2020,Qatar Airways,TRUE,Solo Leisure,20-Mar,Krabi to London via Doha,Economy Class,5,4,5,3,1,1,no
Shane Lowe,12/2/2020,Qatar Airways,TRUE,Solo Leisure,20-Nov,Jakarta to London via Doha,Business Class,5,5,5,5,5,10,yes
Dejan Filipaj,12/1/2020,Qatar Airways,TRUE,Business,20-Nov,Zagreb to Basra via Doha,Economy Class,5,5,5,2,5,10,yes
T Kane,11/28/2020,Qatar Airways,TRUE,Couple Leisure,20-Oct,Sydney to London via Doha,Business Class,4,4,5,4,5,4,no
Kurt Petersen,11/23/2020,Qatar Airways,TRUE,Couple Leisure,20-Nov,Copenhagen to Bangkok via Doha,Premium Economy,5,5,5,3,5,10,yes
Affan Butt,11/19/2020,Qatar Airways,TRUE,Family Leisure,20-Mar,Doha to Islamabad,Economy Class,5,5,5,4,5,7,yes
M Shaw,11/19/2020,Qatar Airways,TRUE,Solo Leisure,20-Nov,Zurich to Tokyo Narita via Doha,Economy Class,4,5,5,5,4,9,yes
E Larson,11/16/2020,Qatar Airways,TRUE,Couple Leisure,20-Nov,Male to Frankfurt via Doha,Business Class,4,5,3,5,1,2,no
Mohammad Ahmed,11/15/2020,Qatar Airways,TRUE,Solo Leisure,20-Nov,Dhaka to New York,Economy Class,5,5,5,4,4,10,yes
P Vatafu,11/9/2020,Qatar Airways,TRUE,Family Leisure,20-Nov,Bucharest to Zanzibar via Doha,Economy Class,5,5,4,4,5,10,yes
M Peale,11/6/2020,Qatar Airways,TRUE,Couple Leisure,20-Nov,London to Durban via Doha,Economy Class,4,5,5,5,1,1,no
E Allen,10/29/2020,Qatar Airways,TRUE,Solo Leisure,20-Oct,Dhaka to Bermuda via New York,Economy Class,4,5,5,5,5,10,yes
Irish Domingo,10/24/2020,Qatar Airways,TRUE,Solo Leisure,20-Oct,Rome to Manila via Doha,Economy Class,5,5,4,4,5,10,yes
P Gartuna,10/18/2020,Qatar Airways,TRUE,Business,20-Oct,Nairobi to Istanbul via Doha,Economy Class,5,5,5,4,5,9,yes
M Galamy,10/18/2020,Qatar Airways,TRUE,Family Leisure,20-Oct,Doha to Manchester,Economy Class,5,5,5,5,5,10,yes
N Mueller,10/15/2020,Qatar Airways,TRUE,Solo Leisure,20-Apr,Munich to Phuket via Doha,Business Class,5,5,5,5,1,1,no
Garit Engholm,10/12/2020,Qatar Airways,TRUE,Solo Leisure,20-Oct,Chicago to Kuala Lumpur via Doha,Economy Class,5,4,5,5,5,10,yes
Nasser Hirzallah,10/11/2020,Qatar Airways,TRUE,Business,20-Oct,Cape Town to Amman via Doha,Economy Class,1,5,5,4,5,10,yes
Gangadhar Bhattarai,10/4/2020,Qatar Airways,FALSE,Family Leisure,20-Oct,Kathmandu to Washington Dulles via Doha,Economy Class,5,5,5,5,5,9,yes
A Merton,10/3/2020,Qatar Airways,TRUE,Solo Leisure,20-Oct,London Heathrow to Seoul Incheon via Doha,Economy Class,5,5,5,4,5,9,yes
B Mahrtan,9/28/2020,Qatar Airways,TRUE,Business,20-Sep,Tehran to Stockholm via Doha,Economy Class,5,5,5,5,5,10,yes
Shakhawan Taufiq,9/28/2020,Qatar Airways,TRUE,Family Leisure,20-Sep,Erbil to Frankfurt via Doha,Economy Class,5,5,4,3,5,10,yes
Jeannette Dancer,9/14/2020,Qatar Airways,FALSE,Solo Leisure,20-Jul,London to Perth via Doha,Economy Class,5,5,5,5,4,10,yes
Amir Davoud Nemati,9/12/2020,Qatar Airways,TRUE,Business,20-Aug,Athens to Tehran via Doha,Economy Class,5,5,5,3,3,8,yes
